C0021368	CTD	C0028951
C0027796	CTD	C0028951
C0022667	CTD	C0033495
C0036572	CTD	C1869159
C0042109	CTD	C0068957
C0034065	CTD	C2000769
C0020456	CTD	C1176485
C0019693	CTD	C0663725
C0023487	CTD	C0053337
C0019151	CTD	C0006405
C0151744	CTD	C0006405
C0000833	CTD	C0006405
C0033922	CTD	C0006405
C0035410	CTD	C0006405
C0015927	CTD	C0006405
C0878588	CTD	C0006405
C0040822	CTD	C0066624
C0020452	CTD	C0937916
C0027497	CTD	C0004609
C0039614	CTD	C0004609
C3887506	CTD	C0004609
C0242350	CTD	C0004609
C0020649	CTD	C0004609
C0042571	CTD	C0004609
C0007786	CTD	C0004609
C0005586	CTD	C0004609
C0018991	CTD	C0004609
C0004134	CTD	C0004609
C0030846	CTD	C0004609
C0086468	CTD	C0004609
C0020672	CTD	C0004609
C0007789	CTD	C0004609
C0002622	CTD	C0004609
C0034372	CTD	C0004609
C0019337	CTD	C0004609
C0001889	CTD	C0004609
C1527348	CTD	C0004609
C0009088	CTD	C0039086
C1458155	CTD	C0002844
C0007222	CTD	C0002844
C0032460	CTD	C0002844
C0012644	CTD	C0003321
C0020542	CTD	C0041030
C0235032	CTD	C0034256
C0007370	CTD	C1566866
C0079744	CTD	C3491856
C3714514	CTD	C0027780
C0018965	CTD	C0027780
C0019080	CTD	C0027780
C2609414	CTD	C0027780
C0036983	CTD	C0027780
C1384666	CTD	C0027780
C0041755	CTD	C0027780
C0085423	CTD	C0027780
C0014836	CTD	C0027780
C0018784	CTD	C0027780
C0008489	CTD	C0209227
C0019342	CTD	C0209227
C0009766	CTD	C0771892
C0037383	CTD	C0771892
C0008625	CTD	C0075491
C0026650	CTD	C0094793
C0023893	CTD	C1700414
C0027659	CTD	C1704264
C4277682	CTD	C0006463
C0019080	CTD	C0006463
C0040034	CTD	C0006463
C0031039	CTD	C0006463
C0027627	CTD	C0006463
C0206062	CTD	C0006463
C1458155	CTD	C0006463
C0020507	CTD	C0006463
C0014544	CTD	C0006463
C0032463	CTD	C0006463
C0037274	CTD	C0006463
C0022346	CTD	C0006463
C0034069	CTD	C0006463
C0008372	CTD	C0006463
C0005818	CTD	C0006463
C1292772	CTD	C0006463
C0023186	CTD	C0294794
C0035309	CTD	C0674444
C0039231	CTD	C2004014
C4277682	CTD	C1257966
C1262477	CTD	C0053091
C2609414	CTD	C0053091
C0151744	CTD	C0053091
C0242698	CTD	C0053091
C0022661	CTD	C0053091
C0033687	CTD	C0053091
C0017668	CTD	C0053091
C0027686	CTD	C0053091
C2936380	CTD	C0053091
C0038356	CTD	C0015051
C0023903	CTD	C0015051
C0022665	CTD	C0015051
C0020538	CTD	C0287041
C0029456	CTD	C0069173
C0524851	CTD	C0040976
C0018800	CTD	C0040976
C0149721	CTD	C0040976
C0011849	CTD	C0040976
C0020538	CTD	C0071989
C0019080	CTD	C0023863
C0016059	CTD	C0023863
C0013421	CTD	C0023863
C0004093	CTD	C0023863
C0013384	CTD	C0023863
C0149931	CTD	C0023863
C0006384	CTD	C0023863
C0003469	CTD	C0073477
C0004623	CTD	C0064263
C0002994	CTD	C0003211
C0020625	CTD	C0003211
C1565489	CTD	C0003211
C2609414	CTD	C0003211
C0030193	CTD	C0003211
C0022661	CTD	C0003211
C0002792	CTD	C0003211
C0007134	CTD	C0003211
C0017178	CTD	C0003211
C0007222	CTD	C0003211
C0026766	CTD	C0003211
C0028840	CTD	C0003211
C0014868	CTD	C0003211
C0004775	CTD	C0003211
C0030922	CTD	C0003211
C0027651	CTD	C0677667
C0040034	CTD	C0677667
C0009404	CTD	C0677667
C0333355	CTD	C0677667
C1956346	CTD	C0030858
C0003850	CTD	C0030858
C0027765	CTD	C0000294
C0020625	CTD	C0000294
C0005695	CTD	C0000294
C0011206	CTD	C0000294
C0020649	CTD	C0000294
C0024305	CTD	C0000294
C0033774	CTD	C0000294
C0006111	CTD	C0000294
C0684337	CTD	C0000294
C0006413	CTD	C0000294
C4042891	CTD	C0000294
C0014170	CTD	C0000294
C0020538	CTD	C0075810
C1384666	CTD	C0075810
C0149721	CTD	C0075810
C4277682	CTD	C2001941
C0032343	CTD	C2001941
C0019080	CTD	C0290149
C0013604	CTD	C0290149
C0015230	CTD	C0007727
C0032617	CTD	C0007727
C0021655	CTD	C0055617
C0553980	CTD	C0020275
C0206669	CTD	C0046929
C0020507	CTD	C0046929
C0524620	CTD	C0046929
C0032927	CTD	C0046929
C0013608	CTD	C0046929
C0007621	CTD	C0039872
C0041755	CTD	C0039872
C0019209	CTD	C0039872
C0023895	CTD	C0039872
C0020564	CTD	C0039872
C0002871	CTD	C0025639
C4505492	CTD	C0063371
C0034065	CTD	C0018928
C0007137	CTD	C0165032
C0020757	CTD	C0165032
C0007117	CTD	C0165032
C0022593	CTD	C0165032
C0038325	CTD	C0055011
C0546884	CTD	C0032121
C0151491	CTD	C0051569
C0042790	CTD	C0061863
C0022658	CTD	C0039928
C0027947	CTD	C0674432
C4277682	CTD	C0053683
C0022658	CTD	C0053683
C0013395	CTD	C0102138
C0040034	CTD	C3853822
C0011991	CTD	C3853822
C0027627	CTD	C3853822
C0013386	CTD	C1310760
C0032227	CTD	C0060409
C0017178	CTD	C0717761
C0428977	CTD	C0525005
C0020507	CTD	C0525005
C0026848	CTD	C0525005
C0023827	CTD	C0525005
C0034069	CTD	C0525005
C0236733	CTD	C0000379
C0018273	CTD	C0026153
C0428977	CTD	C0099559
C0020649	CTD	C0099559
C0015672	CTD	C0021186
C0013604	CTD	C0021186
C0033774	CTD	C0021186
C0151786	CTD	C0021186
C0014457	CTD	C0021186
C0040479	CTD	C0021186
C0001925	CTD	C0021186
C0008350	CTD	C0021186
C1142166	CTD	C0021186
C0039231	CTD	C0055713
C0000880	CTD	C0376892
C0022672	CTD	C0062602
C0206669	CTD	C0076184
C0022656	CTD	C0076184
C0020473	CTD	C0055568
C0023895	CTD	C0055568
C0002878	CTD	C0059865
C4277682	CTD	C0059865
C0027627	CTD	C0059865
C0009404	CTD	C0059865
C0162557	CTD	C0059865
C0239981	CTD	C0059865
C0042035	CTD	C0055361
C0004153	CTD	C0028049
C0033687	CTD	C0212660
C0002878	CTD	C0145918
C0042514	CTD	C0766057
C0018681	CTD	C0052585
C0023976	CTD	C0052585
C0040479	CTD	C0052585
C0021390	CTD	C0286382
C0036572	CTD	C0063828
C0042510	CTD	C0063828
C0041755	CTD	C0012328
C4277682	CTD	C1452654
C0022573	CTD	C0021265
C0041834	CTD	C0010372
C0011991	CTD	C0094855
C0009792	CTD	C0060580
C0022354	CTD	C0060580
C3887506	CTD	C2742423
C0027051	CTD	C1312096
C0007222	CTD	C1957300
C0030193	CTD	C1172744
C0023903	CTD	C0072063
C0020437	CTD	C0012319
C0020502	CTD	C0012319
C0038325	CTD	C0700599
C0015967	CTD	C0700599
C0242656	CTD	C2976165
C0086468	CTD	C0069484
C0010674	CTD	C1311572
C0017658	CTD	C0032535
C0019080	CTD	C0032535
C0041755	CTD	C0032535
C0020651	CTD	C0068986
C0025261	CTD	C1451121
C4277682	CTD	C0031312
C0022658	CTD	C0031312
C0021368	CTD	C0969096
C0014549	CTD	C0006246
C0027651	CTD	C0072522
C0018817	CTD	C0055404
C0027497	CTD	C0053336
C0019080	CTD	C0053336
C0039231	CTD	C0025887
C0030193	CTD	C0025887
C0042790	CTD	C0025887
C4277682	CTD	C0074174
C0033578	CTD	C0038148
C0003128	CTD	C0038148
C0030193	CTD	C0066969
C4277682	CTD	C0031788
C0752351	CTD	C0033223
C1565489	CTD	C0033223
C0018801	CTD	C0033223
C0007682	CTD	C0033223
C0027947	CTD	C0033223
C0007760	CTD	C0033223
C0085136	CTD	C0033223
C0004114	CTD	C0033223
C0016059	CTD	C0076733
C0026650	CTD	C0076733
C1449861	CTD	C0076733
C0273115	CTD	C0076733
C0274869	CTD	C0076733
C0035228	CTD	C0076733
C4277682	CTD	C0009074
C0027746	CTD	C0000098
C0524851	CTD	C0000098
C2239176	CTD	C0246415
C0019151	CTD	C0246415
C0878544	CTD	C0246415
C0003811	CTD	C0246415
C0025202	CTD	C0246415
C0007137	CTD	C0246415
C0037286	CTD	C0246415
C0242698	CTD	C0246415
C0031039	CTD	C0246415
C0027627	CTD	C0246415
C0013604	CTD	C0246415
C1458155	CTD	C0246415
C0038356	CTD	C0246415
C0011609	CTD	C0246415
C0030554	CTD	C0246415
C0002871	CTD	C0246415
C0040046	CTD	C0246415
C0007138	CTD	C0246415
C0013404	CTD	C0246415
C0018939	CTD	C0246415
C0017638	CTD	C0246415
C0026764	CTD	C0246415
C0007758	CTD	C0246415
C0001824	CTD	C0246415
C0003509	CTD	C0246415
C0221204	CTD	C0246415
C0013378	CTD	C0246415
C0037579	CTD	C0246415
C0007130	CTD	C0246415
C4277682	CTD	C0055447
C0018681	CTD	C0055447
C0003811	CTD	C0055447
C0018801	CTD	C0055447
C0024530	CTD	C0055447
C0011609	CTD	C0055447
C0030353	CTD	C0055447
C0027540	CTD	C0046018
C0001883	CTD	C0046018
C0005758	CTD	C0046018
C0011603	CTD	C0046018
C0011065	CTD	C0046018
C0242184	CTD	C0046018
C0036572	CTD	C0055054
C0038587	CTD	C0055054
C4277682	CTD	C0032085
C0021368	CTD	C0032085
C0020429	CTD	C0079469
C0034063	CTD	C0299477
C1262477	CTD	C0022562
C0040822	CTD	C0022562
C0033578	CTD	C0022562
C0001430	CTD	C0065864
C0015672	CTD	C0065864
C0011581	CTD	C0065864
C0038454	CTD	C0065864
C0013604	CTD	C0065864
C0007370	CTD	C0065864
C1458155	CTD	C0065864
C0013386	CTD	C0065864
C0040822	CTD	C0065864
C0007134	CTD	C0065864
C0042487	CTD	C0065864
C0007222	CTD	C0065864
C0011053	CTD	C0065864
C0017412	CTD	C0065864
C1134719	CTD	C0065864
C0020538	CTD	C4277576
C0018798	CTD	C4277576
C0016059	CTD	C0013982
C0015934	CTD	C0013982
C0015951	CTD	C0013982
C0036572	CTD	C0041964
C0000771	CTD	C0041964
C0037286	CTD	C0041964
C0919267	CTD	C0041964
C0032019	CTD	C0041964
C0042035	CTD	C0041964
C0037999	CTD	C0041964
C0033054	CTD	C0041964
C0237873	CTD	C0909237
C0085593	CTD	C1176137
C0524910	CTD	C1176137
C0003469	CTD	C0657912
C0033774	CTD	C0657912
C0038587	CTD	C0657912
C0037999	CTD	C0657912
C0014548	CTD	C0657912
C0036572	CTD	C0032912
C0020538	CTD	C0032912
C3887506	CTD	C0032912
C0013604	CTD	C0032912
C0011609	CTD	C0032912
C0042024	CTD	C0032912
C0007222	CTD	C0032912
C0038436	CTD	C0032912
C0002962	CTD	C0032912
C2937421	CTD	C0032912
C0003123	CTD	C0032912
C0033117	CTD	C0032912
C0027540	CTD	C0532578
C0042963	CTD	C0532578
